permit_number,permit_type,description,filed_date,issued_date,completed_date,permit_expiration_date,estimated_cost,revised_cost,existing_use,proposed_use,proposed_construction_type_description,neighborhoods_boundaries,zipcode,record_id,city,state,changed_use,estimated_revised_diff,issued_year,issued_month,completed_year,completed_month,issued_completed_days,issued_completed_years,filed_issued_days,issued_expiration_days,address,latitude,longitude
201204259044,additions alterations or repairs,"change of use from retail/office to medical offices. tenant improvements on 2 flrs. install 9 exam rms, pharmacy, medical/office rm. soiled/clean rm, staff lunch rm, reception & rn stations & associated ancillary spaces. install ceilings/lighting/ power data/mechanical/plumbing. sprinkler sep permit",2012-04-25,2012-07-18,2012-12-05,2015-07-03,700000,700000,retail sales,clinics-medic/dental,wood_frame_5,Sunset/Parkside,94122,1268643122579,San Francisco,CA,TRUE,0,2012,Jul,2012,Dec,140,0,84,1080,"1400 Noriega St,San Francisco,CA,94122",37.75436365,-122.4788500197975
201301258793,additions alterations or repairs,vertical & horizontal addition to a single family house. add two levels to (e) 2 story bldg. remodel (e) 1st & 2nd flrs. rear addition. seismically upgrade (e) structure. proposed remodel.,2013-01-25,2014-05-22,2015-11-03,2017-05-06,700000,819201,1 family dwelling,apartments,wood_frame_5,Mission,94110,1294356162054,San Francisco,CA,TRUE,119201,2014,May,2015,Nov,530,1,482,1080,"748 Treat Av,San Francisco,CA,94110",37.75812215,-122.41376629864061
201406057611,additions alterations or repairs,"change of use to church from office. construct new non-structural partitions, ceiling grid and tile, new lighting fixtures, new doors and frames, millwork, sinks and finishes, add hvac unit on roof. mep, sprinkler and fire alram under separate permit. maher n/a.",2014-06-05,2014-07-02,2015-03-20,2017-06-16,700000,700000,office,church,constr_type_3,Financial District/South Beach,94103,1345911351450,San Francisco,CA,TRUE,0,2014,Jul,2015,Mar,261,1,27,1080,"731 Market St,San Francisco,CA,94103",37.7867645,-122.4040608
201607283577,otc alterations permit,erection of project tower craneref pa 201508285498,2016-07-28,2016-07-29,2017-09-26,2019-07-14,700000,700000,vacant lot,office,constr_type_1,South of Market,94107,1431683505591,San Francisco,CA,TRUE,0,2016,Jul,2017,Sep,424,1,1,1080,"505 Brannan St,San Francisco,CA,94107",37.778117306122454,-122.39664975510205
201607182600,additions alterations or repairs,"change of use on 6th floor from retail to restaurant, work includes construction of (n) partitions and bathrooms.  no change in gross sq. footage",2016-07-18,2017-06-28,2018-08-15,2020-06-12,700000,700000,retail sales,food/beverage hndlng,constr_type_3,Financial District/South Beach,94108,1433523300847,San Francisco,CA,TRUE,0,2017,Jun,2018,Aug,413,1,345,1080,"77 Ofarrell St,San Francisco,CA,94108",NA,NA
201801229117,otc alterations permit,"ti of the (e) space on ground level that includes non-structural partitions, doors, fixtures, finishes, electrical, mechanical, and plumbing. maher na",2018-01-22,2018-05-09,2019-04-18,2021-04-23,700000,700000,lending institution,health studios & gym,constr_type_1,Financial District/South Beach,94111,1494255385997,San Francisco,CA,TRUE,0,2018,May,2019,Apr,344,1,107,1080,"241 California St,San Francisco,CA,94111",37.7932140625,-122.399263375
201808167490,otc alterations permit,"lower level: interior demo of non-structural elements: interior partitions, doors, finishes, ceiling, lighting, mechanical & electrical outlets & switches; new scope includes new door & frames, partitions, lighting & finishes. mep submitted as separate permit. maher na",2018-08-16,2018-09-14,2019-03-05,2021-08-29,700000,700000,office,health studios & gym,constr_type_1,Financial District/South Beach,94104,151979767101,San Francisco,CA,TRUE,0,2018,Sep,2019,Mar,172,1,29,1080,"44 Montgomery St,San Francisco,CA,94104",37.789630700000004,-122.4018875611875
9803071S,additions alterations or repairs,vertical addition,1998-02-24,1999-05-04,2002-01-07,2001-05-04,700000,900000,not applicable,artist live/work,wood_frame_5,Mission,94103,657110156764,San Francisco,CA,TRUE,200000,1999,May,2002,Jan,979,3,434,731,"370 12th St,San Francisco,CA,94103",37.77019119169,-122.4136106116685
200005038962,additions alterations or repairs,"horizontal addition, new walls & partitions, doors and frams, full sprinkler system and fire alarm s",2000-05-03,2000-10-30,2002-11-22,2003-04-30,700000,1500000,1 family dwelling,apartments,wood_frame_5,Western Addition,94115,81665380664,San Francisco,CA,TRUE,800000,2000,Oct,2002,Nov,753,2,180,912,"1652 Eddy St,San Francisco,CA,94115",37.7806152,-122.4388023
200005220580,additions alterations or repairs,alter windows. reclad siding w/stucco.  conncect frot and rear building with 2nd fl deck,2000-05-22,2000-08-25,2001-10-19,2002-08-25,700000,700000,food/beverage hndlng,office,wood_frame_5,Marina,94123,81869972439,San Francisco,CA,TRUE,0,2000,Aug,2001,Oct,420,1,95,730,"3131 Webster St,San Francisco,CA,94123",37.79977173469388,-122.43445334693877
201511203204,additions alterations or repairs,"change of use. from a-2 (restaurant) to b,m (medical cannabis dispensary). remove interior non-structural partitions, doors, millwork and plumbing fixtures. install new partitions, doors and millwork.",2015-11-20,2016-06-15,2017-01-05,2019-05-31,684000,684000,food/beverage hndlng,retail sales,constr_type_1,Castro/Upper Market,94114,1426875506010,San Francisco,CA,TRUE,0,2016,Jun,2017,Jan,204,1,208,1080,"2029 Market St,San Francisco,CA,94114",37.7683409,-122.4275629
201208207754,additions alterations or repairs,"change of use. convert ground floor from auto repair shop to residential unit + artist activitives. convert 2nd floor from business to a res'd unit. private roof deck, alterlation + renovation to (e) interior + exterior. structural, mep based on architectural scope of work.",2012-08-20,2014-02-25,2018-02-01,2017-02-09,675000,853131.09,office,2 family dwelling,constr_type_3,South of Market,94103,1280012165391,San Francisco,CA,TRUE,178131.08999999997,2014,Feb,2018,Feb,1437,4,554,1080,"160 Russ St,San Francisco,CA,94103",37.7779963,-122.4074117
201208207754,additions alterations or repairs,"change of use. convert ground floor from auto repair shop to residential unit + artist activitives. convert 2nd floor from business to a res'd unit. private roof deck, alterlation + renovation to (e) interior + exterior. structural, mep based on architectural scope of work.",2012-08-20,2014-02-25,2018-02-01,2017-02-09,675000,853131.09,office,2 family dwelling,constr_type_3,South of Market,94103,1280013370793,San Francisco,CA,TRUE,178131.08999999997,2014,Feb,2018,Feb,1437,4,554,1080,"164 Russ St,San Francisco,CA,94103",37.777924850000005,-122.40757927747674
201607152511,additions alterations or repairs,"change of use from auto repair to lab. convert 9,700 sq ft of (e) area as permitted under sect 890.52 of the planning code. const. includes new walls, casework, ceiling & finishes w/associated mep scope, scope also includes access compliance",2016-07-15,2016-11-02,2017-10-05,2019-10-18,673500,1000000,auto repairs,clinics-medic/dental,wood_frame_5,South of Market,94103,1430254493716,San Francisco,CA,TRUE,326500,2016,Nov,2017,Oct,337,1,110,1080,"780 Brannan St,San Francisco,CA,94103",37.7735543,-122.40305497332282
201007015845,additions alterations or repairs,renovate of exist 3-story single family home incl new foundation & completion of partial basement. work also incl construct of a new 2nd dwelling unit at the rear yard.,2010-07-01,2012-02-17,2015-12-03,2015-02-01,661376.25,661376.25,1 family dwelling,office,wood_frame_5,Mission,94110,1210929161920,San Francisco,CA,TRUE,0,2012,Feb,2015,Dec,1385,3,596,1080,"500 Capp St,San Francisco,CA,94110",37.758569,-122.418057
200601263121,additions alterations or repairs,"merge 2 condo into single family residence. infill below the exist 2/fl deck. remodel at interior, add trellis/windscreen at 3/flr deck. remove exist rear yard stair & construct new rear yard stair, remove exist stair at rear of house connect 2nd&3rd floor.replace w/ spiral stair connect all floors.",2006-01-26,2007-06-04,2009-03-09,2009-06-04,650000,650000,2 family dwelling,1 family dwelling,wood_frame_5,Pacific Heights,94115,104202478612,San Francisco,CA,TRUE,0,2007,Jun,2009,Mar,644,2,494,731,"1735 Webster St,San Francisco,CA,94115",37.786723578025054,-122.43144023869365
200601263121,additions alterations or repairs,"merge 2 condo into single family residence. infill below the exist 2/fl deck. remodel at interior, add trellis/windscreen at 3/flr deck. remove exist rear yard stair & construct new rear yard stair, remove exist stair at rear of house connect 2nd&3rd floor.replace w/ spiral stair connect all floors.",2006-01-26,2007-06-04,2009-03-09,2009-06-04,650000,650000,2 family dwelling,1 family dwelling,wood_frame_5,Pacific Heights,94115,104202578613,San Francisco,CA,TRUE,0,2007,Jun,2009,Mar,644,2,494,731,"1737 Webster St,San Francisco,CA,94115",37.78673921105506,-122.431443166619
200805202523,additions alterations or repairs,"horizontal & vertical addition 3 unit condominum, reise (e) bldg, add 2 feet all existing floor to remain the same, add 1 commercial  unit @ ground level and basement, add 4 car parking system . 2nd floor expansion, remodel (e) unit .",2008-05-20,2009-09-14,2012-02-06,2012-08-29,650000,721740,1 family dwelling,apartments,wood_frame_5,Inner Sunset,94122,1136528113535,San Francisco,CA,TRUE,71740,2009,Sep,2012,Feb,875,3,482,1080,"1621 Irving St,San Francisco,CA,94122",37.7635254,-122.4754214
201208278287,additions alterations or repairs,"change of use from b to e occupancy.  interior tenant improvements including minimal demo, new stairs, & partition changes to accomodate preschool program. no changes to historic facades.",2012-08-27,2014-01-16,2014-11-17,2016-12-31,650000,1750000,office,school,constr_type_3,Western Addition,94109,128071179576,San Francisco,CA,TRUE,1100000,2014,Jan,2014,Nov,305,0,507,1080,"1335 Sutter St,San Francisco,CA,94109",37.78738166666667,-122.42240799999999
201302281188,otc alterations permit,"tenant improvement of existing office /retail for corp offices & restaurant. new elect, lighting, add/upgrade restrooms, lower floor (@ howard st 896 s.f.), new storefront, new stairs, new windows.",2013-02-28,2013-05-16,2013-10-24,2016-04-30,650000,1270691,retail sales,food/beverage hndlng,constr_type_3,Financial District/South Beach,94105,1297431165644,San Francisco,CA,TRUE,620691,2013,May,2013,Oct,161,0,77,1080,"557 Howard St,San Francisco,CA,94105",37.78763351309203,-122.3970298942834
201403070172,additions alterations or repairs,fire sprinkler work associated with building remodel under pa#201308305692.,2014-03-07,2015-01-09,2016-03-24,2017-12-24,650000,650000,office,apartments,wood_frame_5,Hayes Valley,94102,1334736490816,San Francisco,CA,TRUE,0,2015,Jan,2016,Mar,440,1,308,1080,"229 Haight St,San Francisco,CA,94102",37.7731877,-122.4220371
201405236581,additions alterations or repairs,"vertical & horizontal additions to existing single family bldg, to create 3 family bldg. new window and doors and build systems.",2014-05-23,2016-04-01,2018-03-23,2019-03-17,650000,650000,1 family dwelling,apartments,wood_frame_5,Inner Sunset,94117,134308494346,San Francisco,CA,TRUE,0,2016,Apr,2018,Mar,721,2,679,1080,"1236 Arguello Blvd,San Francisco,CA,94117",37.76525975,-122.45748884361981
201612054156,otc alterations permit,"interior improvements for new restaurant t.i. ""the melt"" cbc 303.1.2 to include mep at g/f & basement.",2016-12-05,2017-06-02,2017-08-23,2020-05-17,650000,650000,retail sales,food/beverage hndlng,wood_frame_5,South of Market,94103,1446337164412,San Francisco,CA,TRUE,0,2017,Jun,2017,Aug,82,0,179,1080,"925 Market St,San Francisco,CA,94103",37.78366414285714,-122.40823971428571
9222099,additions alterations or repairs,vertical addition,1992-12-24,1993-04-14,1995-05-05,1995-04-14,650000,733000,retail sales,apartments,constr_type_4,Financial District/South Beach,94107,785071360678,San Francisco,CA,TRUE,83000,1993,Apr,1995,May,751,2,111,730,"533 2nd St,San Francisco,CA,94107",37.7827398,-122.39278873833851
201210313223,otc alterations permit,"interior t.i.:construct non load bearing partitions, doors, finishes and associated electrical/data wiring and lighting, hvac and  plumbing modifications to create a dedicated space for employees and volunteers that provide emergency services to the community. there is no structural work,",2012-10-31,2012-11-02,2013-09-06,2015-10-18,642000,642000,retail sales,office,constr_type_3,Mission,94103,1287246453608,San Francisco,CA,TRUE,0,2012,Nov,2013,Sep,308,1,2,1080,"1663 Market St,San Francisco,CA,94103",37.773089,-122.42158488888889
201406279910,otc alterations permit,"work to convert new space to work out gym includes new ada showers, restrooms, mep",2014-06-27,2014-07-29,2015-06-17,2017-07-13,630000,630000,1 family dwelling,health studios & gym,constr_type_1,Marina,94123,1347175489752,San Francisco,CA,TRUE,0,2014,Jul,2015,Jun,323,1,32,1080,"2559 Van Ness Av,San Francisco,CA,94123",37.799217,-122.424327
201410068151,otc alterations permit,"3rd flr: t.i. includes the build out of the 3rd flr with non-structural partitions, ceiling, lighting & finishes. mep included (bldg not sprinklered); bldg not sprinklered. life safety under separate permit. change use under ap#2015.0505.5374. maher n/a",2014-10-06,2015-07-10,2016-02-23,2018-06-24,630000,1140000,manufacturing,office,constr_type_2,Mission Bay,94107,1357901167872,San Francisco,CA,TRUE,510000,2015,Jul,2016,Feb,228,1,277,1080,"101 Townsend St,San Francisco,CA,94107",37.7803446,-122.390613
201410068155,otc alterations permit,"2nd floor - t.i. includes building out with non-structural partitions, ceiling, lighting and finishes. mep included. life safety under separate permit. change of use under ap# 2015-0505-5374. maher n/a.",2014-10-06,2015-07-10,2016-02-23,2018-06-24,630000,1140000,manufacturing,office,constr_type_2,Mission Bay,94107,1357904167872,San Francisco,CA,TRUE,510000,2015,Jul,2016,Feb,228,1,277,1080,"101 Townsend St,San Francisco,CA,94107",37.7803446,-122.390613
201504214160,otc alterations permit,"1/f t.i. include build out of the 1st flr w/non-structural partitions. mep, electrical & plumbing included. life safety work under separate permit. (bldg not sprinkelered). change use under ap# 201505055374. n/a maher.",2015-04-21,2015-07-23,2016-04-27,2018-07-07,629590,900000,manufacturing,office,constr_type_2,Mission Bay,94107,1378748167872,San Francisco,CA,TRUE,270410,2015,Jul,2016,Apr,279,1,93,1080,"101 Townsend St,San Francisco,CA,94107",37.7803446,-122.390613
201504214165,otc alterations permit,"basement t.i. includes building out of basement level with non-structural partitions, mep included (building not sprinklered); change of use under ap# 2015.0505.5374. maher n/a",2015-04-21,2015-07-10,2016-04-12,2018-06-24,629590,1090000,manufacturing,office,constr_type_2,Mission Bay,94107,1378755167872,San Francisco,CA,TRUE,460410,2015,Jul,2016,Apr,277,1,80,1080,"101 Townsend St,San Francisco,CA,94107",37.7803446,-122.390613
201108081965,otc alterations permit,"change of occupancy from retail to bank (chase)new interior atm, non struc partitions, clgs, soffits, finishes, furniture and related hvac, elec and plbg. work at ground floor",2011-08-08,2011-09-06,2011-11-28,2014-08-21,625000,625000,retail sales,prkng garage/public,constr_type_1,Oceanview/Merced/Ingleside,94132,1248710387970,San Francisco,CA,TRUE,0,2011,Sep,2011,Nov,83,0,29,1080,"3981 Alemany Blvd,San Francisco,CA,94132",37.71091975051238,-122.46892683534234
201211164368,additions alterations or repairs,"ti-new restaurant.incl interior & exterior to grd fl commercial space with no expansion of exist bldg envelope. kitchen, office space & storage spaces also incl. change of occupancy from m to a-2",2012-11-16,2013-03-18,2013-10-23,2016-03-02,625000,625000,retail sales,food/beverage hndlng,wood_frame_5,Presidio Heights,94115,128870086897,San Francisco,CA,TRUE,0,2013,Mar,2013,Oct,219,0,122,1080,"3228 Sacramento St,San Francisco,CA,94115",37.7884176,-122.4462677
201806152013,additions alterations or repairs,"interior renovation of approximately 1400 sf consisting of converting existing kitchen a food application reasearch kitch lab, combine (e)rooms and converting them to food processing research lab on the 1st fl e 2 story building. renovations include code compliance renovation of e entry doors",2018-06-15,2018-11-28,2020-02-21,2021-11-12,625000,625000,"warehouse, furniture",clinics-medic/dental,constr_type_3,Mission,94110,1512142159273,San Francisco,CA,TRUE,0,2018,Nov,2020,Feb,450,2,166,1080,"438 Treat Av,San Francisco,CA,94110",37.7631672244898,-122.41386895918367
201706129057,otc alterations permit,"remodel of 3 seperate store front suites to 1 4935 sq.ft. first floor suite inside a 128,064 sq.ft. five story medical office bld. maher na",2017-06-12,2017-10-27,2018-08-14,2020-10-11,601724,601724,office,clinics-medic/dental,constr_type_2,Lakeshore,94132,1466529473268,San Francisco,CA,TRUE,0,2017,Oct,2018,Aug,291,1,137,1080,"585 Buckingham Wy,San Francisco,CA,94132",37.7255912,-122.4764628
200510266602,additions alterations or repairs,new (2) story addition over (e) two sotry. new (4) story addition in rear of (e) bldg.,2005-10-26,2007-09-05,2009-04-06,2009-09-05,600000,800000,1 family dwelling,apartments,wood_frame_5,Noe Valley,94110,1033614209307,San Francisco,CA,TRUE,200000,2007,Sep,2009,Apr,579,2,679,731,"166 29th St,San Francisco,CA,94110",37.74395979591837,-122.42374212244899
200607186891,additions alterations or repairs,"(e) single family dwelling to be renovated, expanded and converted into two (2) family dwelling units. current building foundation to be reinforced and the footprint is to extend 3' to the front and 8' to the rear. vertical addition",2006-07-18,2007-09-18,2008-09-11,2009-09-18,600000,600000,1 family dwelling,2 family dwelling,wood_frame_5,Noe Valley,94114,1060170144805,San Francisco,CA,TRUE,0,2007,Sep,2008,Sep,359,1,427,731,"976 Elizabeth St,San Francisco,CA,94114",37.75168879591837,-122.44220351020408
200802064209,additions alterations or repairs,to convert a 2 story single family residential bldg into a 4-story 2 residential units bldg by vertical and horizontal additions to the existing bldg.,2008-02-06,2011-11-09,2013-01-24,2014-10-24,600000,928000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,1124726100910,San Francisco,CA,TRUE,328000,2011,Nov,2013,Jan,442,2,1372,1080,"451 34th Av,San Francisco,CA,94121",37.78060365,-122.49472893696259
200905077950,additions alterations or repairs,"addition of 2 new floors, 2 onsite parking spaces, conversion of residential duplex into residential triplex. no horizontal extension. addition of roof decks. kitchen/bath remodel at existing 2nd and 3rd floors. addition of elevator.",2009-05-07,2012-03-30,2014-01-13,2015-03-15,600000,600000,2 family dwelling,apartments,wood_frame_5,Nob Hill,94108,1172786385289,San Francisco,CA,TRUE,0,2012,Mar,2014,Jan,654,2,1058,1080,"36 Pleasant St,San Francisco,CA,94108",37.79301327083333,-122.413229875
200905077950,additions alterations or repairs,"addition of 2 new floors, 2 onsite parking spaces, conversion of residential duplex into residential triplex. no horizontal extension. addition of roof decks. kitchen/bath remodel at existing 2nd and 3rd floors. addition of elevator.",2009-05-07,2012-03-30,2014-01-13,2015-03-15,600000,600000,2 family dwelling,apartments,wood_frame_5,Nob Hill,94108,117278962874,San Francisco,CA,TRUE,0,2012,Mar,2014,Jan,654,2,1058,1080,"34 Pleasant St,San Francisco,CA,94108",37.79301566666666,-122.413211
201012297585,additions alterations or repairs,"tenant improvement for restaurant, bar establishment, jazz club includes kitchen, bathrooms, mezzanine on 1st floor.",2010-12-29,2011-07-20,2013-07-05,2014-07-04,600000,1020865,school,food/beverage hndlng,wood_frame_5,Mission,94110,1226935160557,San Francisco,CA,TRUE,420865,2011,Jul,2013,Jul,716,2,203,1080,"777 Valencia St,San Francisco,CA,94110",37.7604879,-122.42120099500369
201102109981,otc alterations permit,convert 3600 sq ft of (e) parking level into ocnditioned retail space.exterior storefronts under separate permit core and shell work only retail tenant under separate permit,2011-02-10,2011-03-02,2012-03-15,2014-02-14,600000,600000,prkng garage/public,retail sales,constr_type_1,Financial District/South Beach,94105,1230050370118,San Francisco,CA,TRUE,0,2011,Mar,2012,Mar,379,1,20,1080,"303 2nd St,San Francisco,CA,94105",37.7855647,-122.396389
201104194374,additions alterations or repairs,to comply with his (n.o.v #200903482) on 04/27/09.propose horizontal & vertical addition to (e) two units building to accommodte three units and three car garage.,2011-04-19,2012-05-01,2015-02-18,2015-04-16,600000,600000,2 family dwelling,apartments,wood_frame_5,South of Market,94103,1235899165002,San Francisco,CA,TRUE,0,2012,May,2015,Feb,1023,3,378,1080,"639 Natoma St,San Francisco,CA,94103",37.7776176,-122.41078464863023
201106158156,additions alterations or repairs,demolish a portion of (e) building & alter remaining portion. building code: remove 1 residential unit & relocate 1 (e) above (e) commercial. planning code: remove 2 residential units (per section 317) & add 1 new dwelling on top of (e) commercial as approved by planning commision. cu motion#18287.,2011-06-15,2011-10-03,2012-09-18,2014-09-17,600000,600000,2 family dwelling,1 family dwelling,wood_frame_5,Outer Richmond,94118,1241019381785,San Francisco,CA,TRUE,0,2011,Oct,2012,Sep,351,1,110,1080,"5499 California St,San Francisco,CA,94118",37.784193,-122.476332
201106158156,additions alterations or repairs,demolish a portion of (e) building & alter remaining portion. building code: remove 1 residential unit & relocate 1 (e) above (e) commercial. planning code: remove 2 residential units (per section 317) & add 1 new dwelling on top of (e) commercial as approved by planning commision. cu motion#18287.,2011-06-15,2011-10-03,2012-09-18,2014-09-17,600000,600000,2 family dwelling,1 family dwelling,wood_frame_5,Outer Richmond,94118,1241020475565,San Francisco,CA,TRUE,0,2011,Oct,2012,Sep,351,1,110,1080,"208 17th Av,San Francisco,CA,94118",37.78403412594293,-122.47631670444443
201310189678,otc alterations permit,"complete interior renovation of all floors. new roof deck within extg envelope (massing reduction) new  exterior egress stair.sprinklers, fire alarm separate permits.  compliance with ord #155-13 not required.",2013-10-18,2014-01-08,2015-07-28,2016-12-23,600000,1000000,2 family dwelling,apartments,wood_frame_5,Western Addition,94115,132132890840,San Francisco,CA,TRUE,400000,2014,Jan,2015,Jul,566,1,82,1080,"834 Broderick St,San Francisco,CA,94115",37.77814025,-122.43979116483047
201310189678,otc alterations permit,"complete interior renovation of all floors. new roof deck within extg envelope (massing reduction) new  exterior egress stair.sprinklers, fire alarm separate permits.  compliance with ord #155-13 not required.",2013-10-18,2014-01-08,2015-07-28,2016-12-23,600000,1000000,2 family dwelling,apartments,wood_frame_5,Western Addition,94115,1321329351261,San Francisco,CA,TRUE,400000,2014,Jan,2015,Jul,566,1,82,1080,"840 Broderick St,San Francisco,CA,94115",37.77814025,-122.43979116483047
201407171496,additions alterations or repairs,"construct new event space, restaurant & non formula retail. construct nre roof top garden with new skylight. build (2) interior stairs & new elevator. extend all 3 to roof. expand (e) entrances. add new windows. compliance w/ordiance no.155-13 not required.",2014-07-17,2015-05-07,2017-10-04,2018-04-21,600000,1869262,manufacturing,food/beverage hndlng,constr_type_3,Potrero Hill,94107,1349219169245,San Francisco,CA,TRUE,1269262,2015,May,2017,Oct,881,2,294,1080,"601 19th St,San Francisco,CA,94107",37.761672,-122.388887
201503261978,otc alterations permit,"wine bar/cafe new non stuctural partitions, hvac, electrical, plmg, millwork, ceilings electric stove.  store front change. not visible from street (level below). n/a for the maher. ref app#201406118133",2015-03-26,2015-05-15,2015-06-29,2018-04-29,600000,600000,office,food/beverage hndlng,constr_type_1,South of Market,94107,1375754488748,San Francisco,CA,TRUE,0,2015,May,2015,Jun,45,0,50,1080,"360 3rd St,San Francisco,CA,94107",37.782697,-122.39836320063759
201504284827,additions alterations or repairs,"ti for new market. change of use. interior only-(n) interior partitions, commercial kitchen, (n) electrical, plumbing, mech,lighting & refrigeration. demolition & exterior filed under separate permit.",2015-04-28,2015-07-24,2015-11-17,2018-07-08,600000,1290000,office,retail sales,constr_type_3,Mission,94110,1379623503028,San Francisco,CA,TRUE,690000,2015,Jul,2015,Nov,116,0,87,1080,"2111 Harrison St,San Francisco,CA,94110",37.7639653,-122.4127878
201507131253,additions alterations or repairs,"horizontal & vertical addition. replace foundation, bring front & rear facades level, more front steps. change windows & doors. add 3rd story @ back at the house. add decks in back 2nd story & front 3rd story. add bathroom 3rd story.",2015-07-13,2016-08-08,2019-02-22,2019-07-24,600000,600000,1 family dwelling,2 family dwelling,wood_frame_5,Mission,94110,1388141172644,San Francisco,CA,TRUE,0,2016,Aug,2019,Feb,928,3,392,1080,"1331 San Bruno Av,San Francisco,CA,94110",37.752688693877545,-122.404218
201507313053,additions alterations or repairs,"horizonal addition at rear yard. (e) 3-story single family house - convert to 2-unit residential 3-story rear yard addition, (2) roof decks at (e) unit. renovate kitchen & bath, add full bath & 1/2 bath. add (n) bedroom @ (n) unit. (n) kitchen, (2)(n) full bath, (1)(n) 1/2 bath.",2015-07-31,2016-12-21,2019-01-14,2019-12-06,600000,600000,1 family dwelling,2 family dwelling,wood_frame_5,Sunset/Parkside,94122,1390477112002,San Francisco,CA,TRUE,0,2016,Dec,2019,Jan,754,3,509,1080,"1230 21st Av,San Francisco,CA,94122",37.76472445,-122.47915352042835
201605207962,otc alterations permit,addition of acoustic treatment inside the cinema ref pa 2015-0605-8287 (s3),2016-05-20,2016-06-06,2017-05-03,2019-05-22,600000,600000,office,theater,constr_type_1,South of Market,94103,1423945458145,San Francisco,CA,TRUE,0,2016,Jun,2017,May,331,1,17,1080,"1275 Market St,San Francisco,CA,94103",37.777559499999995,-122.41564993721423
201609147642,additions alterations or repairs,"renov(e)1st story of a type 5 bldg.upgrade(e)foundation to support 1 new story add above(e)1st story.install a new elevator,an auto.sprinklr sym,(n)stair/intr parti/acoustical ceilings/lighting access.restrms, upgrade(e)pwr distribution/plumb/mech sym(n)roof/roof deck (n)flring,windows,drs&storefrt",2016-09-14,2017-05-17,2019-08-29,2020-05-01,600000,600000,dry cleaners,clinics-medic/dental,wood_frame_5,Sunset/Parkside,94116,1437311133563,San Francisco,CA,TRUE,0,2017,May,2019,Aug,834,2,245,1080,"3431 Taraval St,San Francisco,CA,94116",37.74176228571429,-122.50285926530613
201706139268,additions alterations or repairs,"add unit at basement lvl & 1st flr, pvt roof deck w/no stair penthouse. new skylights, int remodel of flr plans @ (e) 2 units. eliminate wood stair, fully sprinklered bldg nfpa-13r under separate, seismic upgrade,1-hr fire rated upgraded wall assemblies. add 1-1/2 baths on unit 2 & 3.",2017-06-13,2018-01-02,2019-05-16,2020-12-17,600000,800000,2 family dwelling,apartments,wood_frame_5,Hayes Valley,94117,146680283051,San Francisco,CA,TRUE,200000,2018,Jan,2019,May,499,1,203,1080,"661 Page St,San Francisco,CA,94117",37.77283330612245,-122.43158885714286
201706139268,additions alterations or repairs,"add unit at basement lvl & 1st flr, pvt roof deck w/no stair penthouse. new skylights, int remodel of flr plans @ (e) 2 units. eliminate wood stair, fully sprinklered bldg nfpa-13r under separate, seismic upgrade,1-hr fire rated upgraded wall assemblies. add 1-1/2 baths on unit 2 & 3.",2017-06-13,2018-01-02,2019-05-16,2020-12-17,600000,800000,2 family dwelling,apartments,wood_frame_5,Hayes Valley,94117,1466803451385,San Francisco,CA,TRUE,200000,2018,Jan,2019,May,499,1,203,1080,"663 Page St,San Francisco,CA,94117",37.772829816326535,-122.43161628571428
201708013474,otc alterations permit,"3/f- interior t.i. of warm shell space, construction to include new partitions, finishes, lighting and equipment. fire protection under seperate permit. new bldg. pa#201503050110. n/a ordinance #155-13",2017-08-01,2017-08-10,2019-09-10,2020-07-25,600000,2000000,vacant lot,office,constr_type_1,South of Market,94103,1472732369644,San Francisco,CA,TRUE,1400000,2017,Aug,2019,Sep,761,2,9,1080,"510 Townsend St,San Francisco,CA,94103",37.773253265306124,-122.39998571428572
201708033839,otc alterations permit,"4th fl: interior t.i. of warm shell space, construction to include new partitions, finishes, lighting and equipment. fire protection under separate permit. new bldg. pa#201503050110. n/a ordinance #155-13",2017-08-03,2017-08-11,2019-09-11,2020-07-26,600000,2000000,vacant lot,office,constr_type_1,South of Market,94103,1473254369644,San Francisco,CA,TRUE,1400000,2017,Aug,2019,Sep,761,2,8,1080,"510 Townsend St,San Francisco,CA,94103",37.773253265306124,-122.39998571428572
201708033842,otc alterations permit,"5th fl: interior t.i. of warm shell space, construction to include new partitions, finishes, lighting and equipment. fire protection under separate permit. new bldg. pa#201503050110. n/a ordinance #155-13",2017-08-03,2017-08-16,2019-09-11,2020-07-31,600000,2000000,vacant lot,office,constr_type_1,South of Market,94103,1473258369644,San Francisco,CA,TRUE,1400000,2017,Aug,2019,Sep,756,2,13,1080,"510 Townsend St,San Francisco,CA,94103",37.773253265306124,-122.39998571428572
9704818,additions alterations or repairs,alteration of existing gas station,1997-03-14,1998-04-20,1998-11-03,2000-04-20,600000,605000,filling/service stn,food/beverage hndlng,wood_frame_5,Bernal Heights,94110,612516210290,San Francisco,CA,TRUE,5000,1998,Apr,1998,Nov,197,0,402,731,"3550 Mission St,San Francisco,CA,94110",37.740295,-122.42343055102042
20000111784,additions alterations or repairs,"change theatre to ofice on ground floor, ground floor to become two levels, 2nd & 3rd office use",2000-01-11,2000-03-06,2001-06-05,2002-03-06,600000,600000,theater,office,constr_type_1,North Beach,94133,762259291600,San Francisco,CA,TRUE,0,2000,Mar,2001,Jun,456,1,55,730,"295 Bay St,San Francisco,CA,94133",37.805769734693875,-122.41172567346938
